loss,Train,Validation,Test
1.8083710670471191,0.3864888888888889,0.3804,0.3858
1.4775340557098389,0.49448888888888887,0.4782,0.4902
1.1719812154769897,0.5988,0.5826,0.5902
0.9583661556243896,0.7138,0.6938,0.6931
0.7829703092575073,0.7530444444444444,0.724,0.7272
0.9510800242424011,0.7939777777777778,0.7636,0.7559
0.6096687912940979,0.8206666666666667,0.7796,0.7751
0.37271350622177124,0.8452666666666667,0.7964,0.7982
0.4621676802635193,0.8692222222222222,0.8134,0.8055
0.5316251516342163,0.8803555555555556,0.8152,0.8032
0.50284743309021,0.9080888888888888,0.8322,0.8233
0.2186722308397293,0.9128222222222222,0.8184,0.8115
0.3068276047706604,0.9282888888888889,0.8286,0.8162
0.298287034034729,0.9384888888888889,0.8256,0.8256
0.2658965289592743,0.9482888888888888,0.8356,0.8316
0.09398987144231796,0.9918444444444444,0.8582,0.8586
0.025876639410853386,0.9959333333333333,0.8626,0.8619
0.022585447877645493,0.9975777777777778,0.8616,0.8624
0.014219019562005997,0.9982666666666666,0.8642,0.8614
0.024124078452587128,0.9992444444444445,0.865,0.8608
0.01694825477898121,0.9994444444444445,0.8652,0.8607
0.026927988976240158,0.9996222222222222,0.8656,0.8623
0.0314609669148922,0.9997111111111111,0.8604,0.8617
0.01113663986325264,0.9997777777777778,0.8604,0.8618
0.04748772829771042,0.9999111111111111,0.865,0.8611
0.015325812622904778,0.9998222222222222,0.8662,0.8599
0.005160509143024683,0.9999111111111111,0.8656,0.861
0.004311482422053814,1.0,0.8638,0.861
0.0041117011569440365,0.9999555555555556,0.8606,0.86
0.008382481522858143,0.9999333333333333,0.8574,0.8605
